author.name,no.of.papers,Gender,indegree,strength.mean,clusteringcoefficient.global,triangles,demoninator,first.year,last.year,n.years,first.lastauthor,second.lastauthor,third.lastauthor,gap,Time.to.PI,mean.nAU,firstauthor.papers,lastauthor.papers,allmultipleauthor.papers,singleauthor.papers
449,20,M,57,1.50877193,0.40196389,1269,3157,1997,2018,22,1997,2006,2008,11,11,5.3,2,4,20,0
801,56,F,82,1.756097561,0.180517711,795,4404,1980,2017,38,1980,1983,1984,4,4,3.571428571,5,22,56,0
629,6,M,23,1.52173913,0.850236967,1794,2110,1994,2011,18,1994,NA,NA,NA,NA,6.833333333,0,1,6,0
613,38,M,72,2.194444444,0.468266753,2907,6208,1993,2017,25,2010,2011,2012,2,19,5.157894737,4,8,32,6
552,82,M,117,2.726495726,0.461421416,7278,15773,1990,2018,29,1994,1996,1997,3,7,4.890243902,18,19,82,0
145,20,M,42,1.142857143,0.642040038,1347,2098,1993,2018,26,1993,1999,2005,12,12,3.4,5,4,17,3
623,70,M,79,1.898734177,0.201871996,798,3953,1985,2018,34,1996,1998,2000,4,15,3.142857143,8,35,63,7
602,13,F,16,1.3125,0.589958159,141,239,1992,2017,26,1992,1998,2016,24,24,2.615384615,2,3,10,3
550,139,M,123,1.699186992,0.288482938,3111,10784,1987,2018,32,1991,1994,1994,3,7,2.510791367,30,15,76,63
578,48,F,69,1.739130435,0.570473538,3072,5385,1996,2014,19,2000,2006,2006,6,10,3.5,16,23,47,1
419,24,F,69,1.405797101,0.456738216,2064,4519,1996,2018,23,1998,NA,NA,NA,NA,5.041666667,9,1,24,0
209,4,F,5,1,0.428571429,6,14,1997,2006,10,1999,2006,NA,NA,NA,2.25,1,2,3,1
711,4,M,2,3,1,3,3,1997,1999,3,1997,1998,1999,2,2,2.5,0,3,4,0
706,4,M,2,2.5,1,3,3,1994,1999,6,1994,1999,NA,NA,NA,2.25,2,2,4,0
520,11,M,13,1.307692308,0.25,24,96,1984,2016,33,2016,NA,NA,NA,NA,2.454545455,9,1,10,1
714,8,M,5,2.6,0.652173913,15,23,1996,2002,7,1996,2000,2001,5,5,2.625,5,3,8,0
779,68,M,42,2.333333333,0.119760479,120,1002,1981,2003,23,1981,1982,1982,1,1,2.441176471,9,46,65,3
681,51,M,67,1.791044776,0.338948591,1167,3443,1990,2018,29,1997,2002,2002,5,12,3.352941176,19,13,44,7
216,17,F,29,1.689655172,0.590909091,585,990,1998,2013,16,2004,2011,2013,9,15,3.882352941,6,3,15,2
686,39,M,37,2.297297297,0.378444581,618,1633,1993,2017,25,2004,2008,2011,7,18,3.179487179,15,4,32,7
218,10,F,21,1.666666667,0.577702703,342,592,1998,2009,12,NA,NA,NA,NA,NA,4.5,4,0,8,2
10,28,M,46,1.239130435,0.153652393,183,1191,1999,2018,20,1999,2000,2005,6,6,3.035714286,4,11,25,3
689,56,M,73,2,0.265770708,969,3646,1981,2017,37,1987,1987,1991,4,10,3.589285714,8,26,51,5
136,74,M,174,1.586206897,0.339162562,8262,24360,1997,2018,22,2003,2004,2004,1,7,4.72972973,17,36,72,2
498,12,F,10,1.1,0.267857143,15,56,1993,2012,20,2003,NA,NA,NA,NA,1.916666667,6,1,8,4
900,29,M,10,2.1,0.226415094,12,53,1991,2017,27,1996,NA,NA,NA,NA,1.724137931,12,1,15,14
667,45,M,113,1.814159292,0.277424967,3189,11495,1998,2017,20,2002,2002,2002,0,4,5.555555556,1,20,44,1
206,4,M,5,1.4,0.714285714,15,21,1988,2004,17,1998,2004,NA,NA,NA,2.75,2,2,4,0
847,4,F,5,1.2,0.882352941,30,34,1995,2004,10,NA,NA,NA,NA,NA,2.5,2,0,3,1
495,16,M,11,2.363636364,0.495145631,51,103,1981,2008,28,1991,1993,NA,NA,NA,2.625,5,2,14,2
696,9,M,9,2.111111111,0.696428571,78,112,1989,2002,14,NA,NA,NA,NA,NA,3.111111111,4,0,9,0
621,39,M,30,1.6,0.343239227,231,673,1991,2017,27,1998,1999,1999,1,8,2.230769231,7,12,25,14
526,61,F,62,2.451612903,0.205039696,594,2897,1986,2018,33,1986,1990,1992,6,6,3.491803279,3,28,60,1
187,74,M,153,2.235294118,0.413472706,11748,28413,1991,2018,28,1991,1992,1995,4,4,5.662162162,16,33,72,2
313,48,M,144,1.5,0.517183336,11061,21387,1998,2018,21,1998,1999,2000,2,2,5.5,14,11,45,3
529,44,M,52,1.923076923,0.365384615,855,2340,1985,2016,32,1988,1992,1993,5,8,3.272727273,5,15,32,12
804,17,M,7,5.857142857,0.675,54,80,1983,2005,23,1983,1984,1985,2,2,3.411764706,3,11,17,0
472,43,M,54,1.481481481,0.188811189,324,1716,1984,2018,35,1996,1997,1999,3,15,2.837209302,14,14,42,1
510,12,M,28,1.142857143,0.546218487,390,714,1993,2018,26,2005,2016,2018,13,25,3.666666667,5,3,10,2
901,101,M,126,1.738095238,0.24981454,2694,10784,1984,2018,35,1992,1993,1997,5,13,3.168316832,19,52,91,10
386,17,F,20,2.15,0.446991404,156,349,1993,2018,26,NA,NA,NA,NA,NA,3.529411765,7,0,17,0
778,231,M,471,3.1507431,0.207626022,50526,243351,1995,2018,24,1996,1999,2001,5,6,7.437229437,9,144,229,2
149,20,F,36,1.333333333,0.700283286,1236,1765,1996,2018,23,2003,2007,2007,4,11,3.4,11,6,19,1
350,4,M,9,1.444444444,0.633802817,45,71,2002,2008,7,NA,NA,NA,NA,NA,4.25,0,0,4,0
720,291,M,401,2.513715711,0.195279729,23184,118722,1985,2018,34,1995,1996,1996,1,11,4.463917526,35,162,257,34
648,6,M,7,1.714285714,0.461538462,24,52,1988,1992,5,1992,1992,NA,NA,NA,3,3,2,6,0
75,71,M,62,3.548387097,0.304750305,1251,4105,1991,2017,27,1991,1996,1996,5,5,4.098591549,23,26,71,0
893,23,M,19,1.894736842,0.368852459,90,244,1994,2017,24,1997,2001,2006,9,12,2.565217391,13,4,19,4
821,28,M,48,1.854166667,0.418831169,903,2156,1992,2016,25,2003,2003,2007,4,15,4.178571429,5,8,26,2
921,107,M,250,2.1,0.262286344,14271,54410,1987,2018,32,1991,1991,1994,3,7,5.906542056,7,35,107,0
904,134,M,121,3.066115702,0.24217835,2895,11954,1987,2018,32,1993,1994,1994,1,7,3.776119403,24,54,132,2
867,60,M,176,1.642045455,0.333156156,8775,26339,1993,2018,26,1993,1998,2002,9,9,5.816666667,9,12,58,2
30,66,M,81,2.234567901,0.365726681,2529,6915,1985,2017,33,1985,1996,1997,12,12,3.742424242,7,50,65,1
169,31,F,63,1.444444444,0.404692082,1380,3410,1989,2017,29,1991,1992,1992,1,3,3.967741935,6,10,30,1
283,21,M,36,1.416666667,0.496932515,648,1304,1980,2016,37,1996,2001,2002,6,22,3.428571429,1,6,16,5
471,60,M,111,2.036036036,0.408068113,6039,14799,1983,2017,35,1988,1991,1993,5,10,4.766666667,9,17,56,4
649,8,M,10,1.6,0.576923077,75,130,1984,2004,21,1987,1991,2001,14,17,3,0,4,6,2
251,119,M,89,3.337078652,0.450274977,3930,8728,1983,2018,36,1989,1993,1994,5,11,3.495798319,34,20,95,24
55,100,F,177,1.350282486,0.226440576,4527,19992,1989,2018,30,1991,1992,1998,7,9,3.39,15,33,87,13
21,16,F,21,1.619047619,0.418604651,162,387,1981,2016,36,2008,2009,2012,4,31,3.125,5,6,14,2
556,91,M,170,1.7,0.230983159,4485,19417,1996,2018,23,2003,2007,2007,4,11,4.175824176,20,47,87,4
257,182,M,266,2.394736842,0.227025324,12972,57139,1982,2018,37,1982,1985,1988,6,6,4.5,28,82,176,6
328,9,F,39,1.153846154,0.684416219,1401,2047,1995,2018,24,2006,2009,2009,3,14,6,1,4,8,1
654,46,M,57,1.596491228,0.222599418,459,2062,1992,2017,26,1992,1997,1998,6,6,2.97826087,10,27,44,2
505,112,M,118,2.855932203,0.33496572,4446,13273,1985,2017,33,1993,1993,1994,1,9,4.008928571,23,63,108,4
750,27,F,25,2.52,0.490909091,297,605,1992,2017,26,1995,1996,1998,3,6,3.333333333,2,7,22,5
839,69,M,106,1.698113208,0.250375632,1833,7321,1993,2017,25,2000,2000,2003,3,10,3.608695652,20,23,62,7
596,63,F,108,2.194444444,0.215031056,1731,8050,1986,2018,33,2001,2010,2010,9,24,4.761904762,9,14,63,0
469,167,M,231,2.12987013,0.195851809,6846,34955,1985,2018,34,1989,1989,1990,1,5,3.946107784,18,77,160,7
874,31,M,90,1.655555556,0.484275184,3942,8140,1992,2018,27,1994,1995,1997,3,5,5.806451613,1,8,31,0
749,60,M,69,2.15942029,0.214797136,720,3352,1989,2018,30,1994,1994,1996,2,7,3.483333333,6,27,60,0
116,54,M,60,1.983333333,0.256745363,609,2372,1983,2018,36,1984,1985,1989,5,6,3.203703704,7,18,50,4
918,92,M,123,1.617886179,0.165367122,1527,9234,1990,2018,29,1994,1994,1996,2,6,3.163043478,14,43,79,13
155,69,M,98,1.969387755,0.509417304,5193,10194,1991,2018,28,1991,1995,1996,5,5,3.797101449,9,39,65,4
680,34,M,87,1.563218391,0.541001065,4572,8451,1989,2018,30,1997,1998,NA,NA,NA,5,14,2,32,2
757,134,M,134,2.052238806,0.226257669,2766,12225,1983,2017,35,1985,1988,1991,6,8,3.059701493,25,77,121,13
717,35,M,29,1.586206897,0.14379085,66,459,1991,2018,28,1991,2010,2011,20,20,2.314285714,17,11,33,2
668,40,M,67,1.179104478,0.270805369,807,2980,1980,2018,39,1984,1986,1991,7,11,2.975,13,13,31,9
575,4,F,8,1.75,0.72815534,75,103,1995,2001,7,1995,2001,NA,NA,NA,4.5,0,2,4,0
138,18,M,25,2.2,0.550684932,402,730,1993,2016,24,1993,1999,1999,6,6,4.055555556,4,7,17,1
132,17,F,42,1.619047619,0.608757062,1293,2124,1998,2018,21,NA,NA,NA,NA,NA,5,1,0,13,4
65,85,M,91,3.10989011,0.445496675,4422,9926,1991,2014,24,1995,1997,1998,3,7,4.329411765,15,42,82,3
765,125,M,150,2.706666667,0.26277264,5313,20219,1991,2018,28,1998,1999,1999,1,8,4.248,14,60,121,4
611,15,M,25,1.92,0.517663043,381,736,1995,2013,19,1997,2003,NA,NA,NA,4.066666667,3,2,15,0
327,24,M,70,1.514285714,0.535574837,4938,9220,1981,2015,35,1996,2003,2014,18,33,5.416666667,7,3,23,1
183,39,F,75,1.773333333,0.358186398,2133,5955,1996,2018,23,2006,2013,2014,8,18,4.41025641,10,8,39,0
665,13,F,10,1.5,0.434782609,30,69,1998,2005,8,NA,NA,NA,NA,NA,2.153846154,4,0,8,5
459,5,F,6,3.333333333,1,105,105,1996,1999,4,NA,NA,NA,NA,NA,5,0,0,5,0
172,83,M,257,1.875486381,0.342002449,29325,85745,1997,2018,22,2002,2003,2005,3,8,6.807228916,17,21,83,0
316,21,M,40,1.875,0.838504937,3567,4254,1990,2006,17,2002,2005,NA,NA,NA,4.571428571,8,2,20,1
477,3,F,3,1.666666667,1,12,12,1992,1995,4,NA,NA,NA,NA,NA,2.666666667,1,0,2,1
271,32,F,74,1.662162162,0.492434663,3222,6543,1996,2018,23,2013,NA,NA,NA,NA,4.84375,8,1,32,0
332,3,F,5,1.2,0.714285714,15,21,2005,2006,2,2005,NA,NA,NA,NA,3,1,1,3,0
201,79,M,94,1.765957447,0.191879267,1068,5566,1987,2017,31,1989,1990,1991,2,4,3.101265823,11,39,72,7
658,44,M,80,1.5375,0.211654226,879,4153,1984,2017,34,1986,1989,2007,21,23,3.795454545,23,10,41,3
803,259,M,329,2.325227964,0.197174704,15549,78859,1980,2018,39,1995,1995,1996,1,16,3.953667954,28,150,248,11
481,46,F,61,1.573770492,0.283816425,705,2484,1997,2018,22,1998,2003,2006,8,9,3.086956522,3,25,40,6
429,4,M,8,1.125,0.789473684,60,76,1997,2009,13,1997,NA,NA,NA,NA,3.75,1,1,3,1
610,63,M,80,1.55,0.249009093,1068,4289,1989,2018,30,1994,1995,1999,5,10,2.968253968,12,26,55,8
713,27,M,89,1.325842697,0.368081181,2394,6504,2007,2018,12,2018,NA,NA,NA,NA,5.37037037,8,1,27,0
890,11,M,13,2.692307692,0.636690647,177,278,1993,2007,15,1998,2000,NA,NA,NA,4.181818182,2,2,11,0
395,7,M,15,1.533333333,0.557142857,117,210,1998,2013,16,1998,NA,NA,NA,NA,4.571428571,2,1,7,0
625,5,M,3,2,0.6,3,5,1994,1997,4,NA,NA,NA,NA,NA,2.2,5,0,5,0
926,7,F,5,1.4,0.428571429,6,14,1999,2010,12,1999,NA,NA,NA,NA,2,3,1,5,2
647,129,M,131,2.923664122,0.217815291,2658,12203,1989,2018,30,1991,1992,1994,3,5,3.953488372,19,23,124,5
543,85,M,108,2.277777778,0.326643251,3255,9965,1986,2018,33,1989,1991,1995,6,9,3.894117647,23,17,77,8
768,77,M,285,1.589473684,0.261907735,16782,64076,1996,2018,23,1996,1998,1999,3,3,6.883116883,6,12,76,1
322,13,M,14,2.071428571,0.573913043,132,230,1996,2017,22,1996,2014,NA,NA,NA,3.230769231,3,2,12,1
576,64,M,106,2.066037736,0.429384336,5433,12653,1992,2018,27,1994,1996,1998,4,6,4.421875,21,12,60,4
731,22,M,28,2,0.485136742,408,841,1996,2013,18,1998,2002,2002,4,6,3.545454545,10,3,20,2
440,24,F,25,2.32,0.511293634,498,974,1997,2008,12,1997,1997,1999,2,2,3.416666667,1,14,24,0
321,17,M,20,1.7,0.533834586,213,399,1991,1998,8,1996,1996,NA,NA,NA,3,4,2,13,4
188,73,F,115,1.634782609,0.349933346,3675,10502,1984,2018,35,1984,1989,1991,7,7,3.575342466,17,29,60,13
2,6,M,8,1.5,0.4375,21,48,1997,2003,7,2003,NA,NA,NA,NA,3,4,1,6,0
860,78,M,163,1.625766871,0.244080646,4443,18203,1982,2018,37,1984,1985,1991,7,9,4.397435897,8,30,78,0
398,95,F,156,1.980769231,0.281498243,5847,20771,1995,2018,24,1996,2008,2008,12,13,4.252631579,23,38,94,1
330,76,M,60,2.366666667,0.212121212,504,2376,1989,2018,30,2001,2001,2002,1,13,2.868421053,16,46,67,9
763,4,M,6,2,0.777777778,42,54,1994,2002,9,2002,NA,NA,NA,NA,4,1,1,4,0
348,123,M,214,2.261682243,0.318689856,12717,39904,1985,2018,34,1985,1992,1993,8,8,4.93495935,23,51,115,8
579,95,F,156,2.442307692,0.262137283,5610,21401,1995,2018,24,1999,2003,2004,5,9,5.010526316,10,35,92,3
746,24,F,24,1.375,0.688073394,600,872,1984,2018,35,2010,2013,2014,4,30,2.375,6,5,12,12
633,19,M,40,1.075,0.693945128,1467,2114,1990,2009,20,1997,NA,NA,NA,NA,3.263157895,5,1,11,8
920,69,M,85,1.776470588,0.225515464,1050,4656,1993,2018,26,1997,1999,2003,6,10,3.188405797,19,21,58,11
868,23,F,36,1.222222222,0.301775148,255,845,1996,2017,22,1996,NA,NA,NA,NA,2.913043478,7,1,17,6
848,24,M,43,1.720930233,0.776966748,2874,3699,1986,2017,32,1999,1999,1999,0,13,4.083333333,5,11,24,0
476,294,M,283,2.409893993,0.120085818,6045,50339,1987,2018,32,1988,1992,1993,5,6,3.319727891,63,135,271,23
885,54,F,26,2.230769231,0.182741117,72,394,1981,2015,35,1986,1991,1992,6,11,2.074074074,13,28,41,13
470,119,M,163,2.18404908,0.198220465,3609,18207,1985,2018,34,1985,1985,1991,6,6,3.991596639,27,60,113,6
710,8,F,12,2.083333333,0.52293578,114,218,1996,2001,6,NA,NA,NA,NA,NA,4.5,5,0,8,0
527,120,F,183,2.404371585,0.281583508,9261,32889,1985,2018,34,1987,1992,1994,7,9,4.666666667,20,45,110,10
281,105,M,185,1.902702703,0.174200611,3819,21923,1998,2018,21,2002,2008,2008,6,10,4.371428571,12,49,97,8
129,5,F,1,5,NA,0,NA,1997,1999,3,1999,NA,NA,NA,NA,2,4,1,5,0
370,234,M,312,2.621794872,0.167590445,11127,66394,1991,2018,28,1993,2000,2000,7,9,4.495726496,20,93,215,19
406,143,F,164,2.603658537,0.19469599,3612,18552,1994,2018,25,1994,2002,2002,8,8,3.986013986,25,51,135,8
269,173,M,197,3.106598985,0.249506766,8979,35987,1992,2018,27,1993,1995,2000,7,8,4.537572254,34,87,164,9
95,29,M,21,1.714285714,0.402985075,135,335,1989,2016,28,1992,1995,1996,4,7,2.24137931,6,10,21,8
408,32,F,70,1.9,0.388401888,1728,4449,1992,2014,23,2008,2010,2014,6,22,5.15625,6,3,31,1
38,168,M,207,2.748792271,0.234368283,9813,41870,1984,2018,35,1985,1986,1987,2,3,4.386904762,28,95,163,5
415,17,F,27,1.962962963,0.681130172,675,991,1988,2013,26,1989,1990,1991,2,3,4.117647059,4,6,17,0
445,79,M,85,1.905882353,0.152234637,654,4296,1982,2017,36,1983,1990,2000,17,18,3.037974684,16,39,69,10
454,22,F,68,1.794117647,0.644428773,4569,7090,1994,2016,23,1996,1998,NA,NA,NA,6.545454545,5,2,22,0
465,166,F,159,3.201257862,0.168602722,3048,18078,1993,2018,26,1996,1997,1997,1,4,4.06626506,12,85,165,1
774,57,M,56,3.714285714,0.441561988,1617,3662,1994,2018,25,1994,1994,1995,1,1,4.649122807,8,12,57,0
632,196,M,133,3.187969925,0.193739948,3132,16166,1980,2018,39,1981,1982,1984,3,4,3.163265306,62,57,178,18
635,160,M,173,1.98265896,0.129960872,2325,17890,1988,2018,31,1988,1990,1991,3,3,3.15,44,53,149,11
277,3,M,7,1.142857143,0.863013699,63,73,1990,1999,10,1990,NA,NA,NA,NA,3.666666667,0,1,3,0
753,201,M,202,4.044554455,0.376265615,17169,45630,1981,2018,38,1982,1983,1985,3,4,5.064676617,55,62,187,14
299,30,M,54,2.351851852,0.495958854,2700,5444,1998,2018,21,1998,2009,2010,12,12,5.233333333,9,7,30,0
369,9,M,6,3.833333333,0.826086957,57,69,1990,1996,7,1990,1991,NA,NA,NA,3.555555556,1,2,7,2
791,13,M,61,1.540983607,0.711488251,4905,6894,1993,2017,25,1994,2012,NA,NA,NA,8.230769231,3,2,13,0
869,29,M,60,1.683333333,0.565878774,2418,4273,1990,2018,29,1993,1994,1994,1,4,4.482758621,11,5,26,3
319,25,M,37,2.108108108,0.499188312,615,1232,1986,2010,25,1986,1992,2000,14,14,4.12,7,12,24,1
790,42,F,157,1.770700637,0.459776384,15174,33003,1993,2016,24,2009,2010,2011,2,18,7.619047619,12,3,42,0
807,16,M,6,7,0.814285714,57,70,1994,2009,16,2005,2009,NA,NA,NA,3.625,4,2,16,0
423,95,M,159,2.06918239,0.251745998,4686,18614,1987,2018,32,1987,1989,1991,4,4,4.452631579,8,26,93,2
405,198,F,255,3.376470588,0.184187389,11103,60281,1983,2018,36,1992,1992,1994,2,11,5.348484848,10,68,195,3
655,43,M,23,2.47826087,0.313043478,108,345,1982,2010,29,1984,1986,1987,3,5,2.325581395,11,19,38,5
335,15,M,20,1.55,0.643340858,285,443,1987,2014,28,1987,1991,1994,7,7,3.066666667,6,5,15,0
508,9,M,13,1.692307692,0.567857143,159,280,1996,2008,13,1996,2002,2003,7,7,3.444444444,2,4,7,2
6,91,M,115,2.4,0.522560336,8964,17154,1986,2018,33,1992,1995,1995,3,9,4.032967033,20,28,77,14
761,24,M,16,3.8125,0.660550459,216,327,1994,2015,22,2000,NA,NA,NA,NA,3.541666667,17,1,24,0
64,41,M,67,2.089552239,0.335345054,1278,3811,1993,2017,25,2003,2005,2006,3,13,4.414634146,11,5,41,0
786,111,M,164,1.951219512,0.206233525,3990,19347,1991,2018,28,2002,2003,2004,2,13,3.891891892,22,53,95,16
835,4,F,17,1,0.968838527,1368,1412,1984,2014,31,NA,NA,NA,NA,NA,5.25,1,0,3,1
911,119,M,92,2.880434783,0.253281478,1563,6171,1980,2018,39,1980,1994,1995,15,15,3.260504202,9,86,119,0
380,112,M,180,1.672222222,0.142820735,2802,19619,1986,2018,33,1991,1996,1999,8,13,3.6875,23,44,108,4
347,143,M,176,2.090909091,0.231828615,4848,20912,1986,2018,33,1995,1995,1997,2,11,3.587412587,15,84,140,3
530,119,M,173,1.89017341,0.314462866,6999,22257,1980,2018,39,1981,1984,1984,3,4,3.74789916,4,61,114,5
653,47,M,288,1.649305556,0.281174455,41523,147677,1996,2018,23,2010,2014,2016,6,20,11.10638298,3,4,47,0
463,103,F,97,2.412371134,0.474879771,4641,9773,1990,2018,29,1995,1998,2002,7,12,3.27184466,21,57,96,7
68,209,M,380,2.234210526,0.184708709,18909,102372,1984,2018,35,1988,1988,1991,3,7,5.062200957,8,103,193,16
362,124,M,162,2.277777778,0.187759623,3390,18055,1984,2018,35,1991,1994,1995,4,11,3.975806452,31,42,120,4
407,121,M,177,2.062146893,0.399499458,10695,26771,1984,2017,34,1984,1990,1991,7,7,4.016528926,37,56,118,3
660,94,F,155,2.122580645,0.332559974,7167,21551,1988,2017,30,1988,1990,1991,3,3,4.5,15,46,91,3
828,3,M,2,2.5,1,3,3,1994,1995,2,1995,NA,NA,NA,NA,2.666666667,2,1,3,0
788,163,M,98,5.724489796,0.284980062,3216,11285,1987,2018,32,1987,1992,1993,6,6,4.441717791,45,65,161,2
919,18,M,22,1.5,0.567567568,252,444,1982,2017,36,1993,1994,1994,1,12,2.833333333,1,8,12,6
905,5,M,12,1.166666667,0.518181818,57,110,1997,2008,12,NA,NA,NA,NA,NA,3.8,2,0,5,0
111,167,F,216,2.578703704,0.246107423,12234,49710,1981,2018,38,1984,1987,1988,4,7,4.335329341,31,74,156,11
168,102,F,126,2.523809524,0.206961854,2295,11089,1991,2018,28,1993,1994,1995,2,4,4.117647059,18,56,100,2
309,23,M,69,1.768115942,0.682964302,7557,11065,1990,2018,29,1990,1994,1997,7,7,6.304347826,2,6,19,4
411,10,M,12,1.833333333,0.836538462,261,312,1999,2006,8,1999,1999,NA,NA,NA,3.2,7,2,10,0
540,24,F,29,1.413793103,0.220238095,111,504,1989,2018,30,1989,1991,1996,7,7,2.708333333,9,7,22,2
414,40,M,54,1.611111111,0.226354942,426,1882,1981,2018,38,1995,1996,1996,1,15,3.175,11,7,33,7
694,80,M,130,2.246153846,0.438335307,7773,17733,1981,2017,37,1990,1991,1994,4,13,4.65,10,33,77,3
33,78,M,204,1.509803922,0.255511207,8322,32570,1997,2018,22,2000,2003,2004,4,7,4.948717949,17,25,76,2
231,76,M,68,2.470588235,0.184810952,567,3068,1995,2018,24,1996,1999,2001,5,6,3.210526316,21,27,74,2
121,48,F,126,1.325396825,0.539954001,9156,16957,1993,2018,26,2000,2002,2002,2,9,4.479166667,14,16,44,4
130,15,M,29,1.275862069,0.820168067,1464,1785,1993,2010,18,1995,2001,2002,7,9,3.466666667,8,4,14,1
91,45,M,102,1.745098039,0.310095363,2829,9123,1994,2018,25,1994,1994,1998,4,4,4.955555556,10,16,45,0
286,30,M,19,2.631578947,0.316981132,84,265,1984,2008,25,1985,1988,1990,5,6,2.666666667,3,20,27,3
160,37,M,49,2.326530612,0.415984185,1473,3541,1985,2016,32,1989,1991,1991,2,6,4.081081081,11,11,37,0
131,8,M,4,4.75,1,30,30,1994,2002,9,1994,1995,NA,NA,NA,3.375,2,2,7,1
586,20,M,29,1.75862069,0.372994652,279,748,1996,2006,11,1996,1998,1998,2,2,3.55,6,6,19,1
866,33,M,62,1.596774194,0.314296108,864,2749,1995,2017,23,2005,2006,2006,1,11,4,7,14,33,0
151,95,M,131,1.900763359,0.30166842,4014,13306,1989,2018,30,1993,1993,1995,2,6,3.621052632,20,37,88,7
434,107,M,200,2.315,0.277230381,10326,37247,1987,2018,32,1993,1998,1998,5,11,5.345794393,10,49,105,2
293,6,F,15,1.4,0.580985915,165,284,1994,2014,21,2006,2008,NA,NA,NA,4.5,2,2,6,0
210,11,M,12,1.166666667,0.533898305,63,118,1989,2000,12,1989,1995,1995,6,6,2.272727273,3,5,9,2
782,59,F,91,2.142857143,0.214990479,1242,5777,1998,2018,21,2003,2004,2008,5,10,4.322033898,17,21,56,3
545,57,M,112,1.785714286,0.326293873,3291,10086,1997,2018,22,2001,2002,2004,3,7,4.50877193,10,28,57,0
27,5,M,18,1.166666667,0.680672269,324,476,2007,2015,9,NA,NA,NA,NA,NA,5.2,0,0,5,0
242,98,F,140,2.321428571,0.202796163,2727,13447,1997,2018,22,2000,2000,2001,1,4,4.316326531,16,25,95,3
143,90,M,120,1.783333333,0.395840184,4815,12164,1988,2018,31,1992,1993,1996,4,8,3.377777778,15,46,87,3
364,14,M,10,1.7,0.5,36,72,1989,2015,27,2015,NA,NA,NA,NA,2.214285714,5,1,9,5
650,32,M,52,1.846153846,0.377127892,864,2291,1989,2010,22,2002,2003,2007,5,18,4,21,3,32,0
899,22,M,30,1.633333333,0.412087912,300,728,1991,2017,27,1994,2000,2005,11,14,3.227272727,9,6,22,0
432,12,F,31,1.258064516,0.377952756,288,762,1993,2017,25,1998,2006,2017,19,24,4.25,2,3,12,0
915,6,M,8,2.125,0.830188679,132,159,1989,1999,11,1989,NA,NA,NA,NA,3.833333333,2,1,5,1
684,34,F,54,1.537037037,0.542542866,1677,3091,1988,2018,31,1998,2005,2008,10,20,3.441176471,15,7,33,1
836,6,F,4,2.5,0.545454545,6,11,1993,2004,12,1997,2001,NA,NA,NA,2.666666667,4,2,6,0
24,85,M,127,2.023622047,0.287774295,3672,12760,1990,2015,26,1996,1997,1997,1,7,4.023529412,30,30,79,6
876,23,M,50,1.6,0.470178494,1080,2297,1998,2017,20,2011,2014,NA,NA,NA,4.47826087,5,2,23,0
452,25,F,38,1.815789474,0.360443623,390,1082,1988,2018,31,1990,1990,1990,0,2,3.76,8,10,23,2
197,61,M,51,2.117647059,0.247335951,441,1783,1993,2017,25,1998,2004,2006,8,13,2.770491803,25,17,54,7
113,14,M,26,1.884615385,0.585908529,474,809,2003,2014,12,2010,2012,2013,3,10,4.5,6,3,14,0
593,58,M,71,3.070422535,0.493971869,4425,8958,1988,2018,31,1988,1993,1994,6,6,4.75862069,8,19,58,0
388,22,M,23,2.782608696,0.532075472,282,530,1993,2016,24,1995,1995,1997,2,4,3.909090909,8,5,21,1
336,175,M,154,2.61038961,0.254371495,4626,18186,1990,2018,29,1996,1998,1999,3,9,3.297142857,43,94,162,13
211,30,M,54,1.425925926,0.449776786,1209,2688,1987,2016,30,1987,1987,1989,2,2,3.566666667,9,11,28,2
3,103,M,110,2.1,0.202987361,1590,7833,1987,2018,32,1989,1990,1990,1,3,3.242718447,12,50,96,7
205,14,F,30,1.433333333,0.731145251,1047,1432,2003,2017,15,2010,2013,2013,3,10,4.071428571,4,4,14,0
627,10,F,9,1.444444444,0.712871287,72,101,1989,2005,17,2005,NA,NA,NA,NA,2.3,3,1,6,4
194,147,F,195,1.948717949,0.266076673,6885,25876,1981,2018,38,1985,1992,1995,10,14,3.585034014,15,83,142,5
718,54,F,42,2.928571429,0.306666667,414,1350,1987,2018,32,1993,1996,1996,3,9,3.277777778,11,30,50,4
775,15,M,29,1.586206897,0.579681275,582,1004,1989,2016,28,2003,2003,2006,3,17,4.066666667,2,6,14,1
262,5,F,7,1.571428571,0.724137931,42,58,1991,1995,5,NA,NA,NA,NA,NA,3.2,3,0,5,0
533,47,M,38,2.289473684,0.377838954,549,1453,1988,2018,31,1999,2004,2005,6,17,2.85106383,7,26,36,11
104,67,M,74,2.459459459,0.305943691,1467,4795,1989,2018,30,1989,1989,1989,0,0,3.71641791,16,21,66,1
161,93,M,199,1.67839196,0.372856762,12591,33769,1989,2017,29,1992,1993,1994,2,5,4.591397849,14,51,86,7
60,13,F,32,1.65625,0.867360645,2583,2978,1994,2018,25,1994,1998,NA,NA,NA,5.076923077,7,2,13,0
256,74,M,107,1.813084112,0.22791587,1788,7845,1994,2018,25,1999,2003,2003,4,9,3.635135135,6,49,68,6
845,59,M,86,2.290697674,0.348162476,2340,6721,1993,2018,26,2004,2004,2004,0,11,4.338983051,14,22,57,2
